Store_No,Name,Address,Street,City,State,Zip_Code,Latitude,Longitude,Provider,Status,Country,mc_location_id
23261,Aldi - Mtj 38 - Alabaster,"113 Simmsville Rd, Alabaster, AL, 35007",113 Simmsville Rd,Alabaster,AL,35007,33.2398613,-86.8155225,ALDI,active,USA,2378019
480567,Aldi - Lox 245 - Alexander City,"1061 Us Hwy 280, Alexander City, AL, 35010",1061 Us Hwy 280,Alexander City,AL,35010,32.9219162,-85.9612655,ALDI,active,USA,2378037
143816,Aldi - Mtj 101 - Anniston,"5303 Mcclellan Blvd, Anniston, AL, 36206",5303 Mcclellan Blvd,Anniston,AL,36206,33.7146942,-85.8189693,ALDI,active,USA,2378007
24399,Aldi - Mtj 86 - Athens,"115 Us 72, Athens, AL, 35611",115 Us 72,Athens,AL,35611,34.7905179,-86.968001,ALDI,active,USA,2378040
396756,Aldi - Lox 197 - Auburn,"1617 South College Street, Auburn, AL, 36832",1617 South College Street,Auburn,AL,36832,32.5763561,-85.4964405,ALDI,active,USA,2378353
23262,Aldi - Mtj 31 - Bessemer,"710 Academy Dr, Bessemer, AL, 35022",710 Academy Dr,Bessemer,AL,35022,33.3588861,-87.0000178,ALDI,active,USA,2378354
396460,Aldi - Mtj 195 - Bessemer,"2910 Morgan Road Suite 128, Bessemer, AL, 35022",2910 Morgan Road Suite 128,Bessemer,AL,35022,33.3351102,-86.9193033,ALDI,active,USA,2378031
23266,Aldi - Mtj 33 - Birmingham,"7400 Crestwood Blvd, Birmingham, AL, 35210",7400 Crestwood Blvd,Birmingham,AL,35210,33.5306885,-86.7272557,ALDI,active,USA,2378352
23267,Aldi - Mtj 35 - Birmingham,"5485 Patrick Way, Birmingham, AL, 35235",5485 Patrick Way,Birmingham,AL,35235,33.6103969,-86.6234967,ALDI,active,USA,2378016
23268,Aldi - Mtj 72 - Birmingham,"4639 Hwy 280 Ste 101, Birmingham, AL, 35242",4639 Hwy 280 Ste 101,Birmingham,AL,35242,33.4263159,-86.7028836,ALDI,active,USA,2378015
23650,Aldi - Mtj 34 - Birmingham,"520 Gene Reed Rd, Birmingham, AL, 35215",520 Gene Reed Rd,Birmingham,AL,35215,33.5981085,-86.6944291,ALDI,active,USA,2378025
538574,Aldi - Mtj 209 - Chelsea,"150 Chelsea Corners Way, Chelsea, AL, 35043",150 Chelsea Corners Way,Chelsea,AL,35043,33.3463608,-86.6308744,ALDI,active,USA,2378355
24396,Aldi - Mtj 39 - Cullman,"1831 Cherokee Ave Sw, Cullman, AL, 35055",1831 Cherokee Ave Sw,Cullman,AL,35055,34.1534455,-86.8420733,ALDI,active,USA,2378348
142054,Aldi - Lox 47 - Daphne,"27060 Us Hwy 98, Daphne, AL, 36526",27060 Us Hwy 98,Daphne,AL,36526,30.6193947,-87.9043579,ALDI,active,USA,2378030
24398,Aldi - Mtj 98 - Decatur,"1413 Beltline Road, Decatur, AL, 35601",1413 Beltline Road,Decatur,AL,35601,34.5635839,-87.010162,ALDI,active,USA,2378032
538567,Aldi - Lox 239 - Dothan,"1151 Ross Clark Circle Suite 100, Dothan, AL, 36301",1151 Ross Clark Circle Suite 100,Dothan,AL,36301,31.2127891,-85.3601204,ALDI,active,USA,2378045
570541,Aldi - Lox 237 - Dothan,"1571 Westgate Parkway, Dothan, AL, 36303",1571 Westgate Parkway,Dothan,AL,36303,31.2594,-85.4321573,ALDI,active,USA,2378038
153918,Aldi - Lox 96 - Enterprise,"630 Boll Weevil Cir, Enterprise, AL, 36330",630 Boll Weevil Cir,Enterprise,AL,36330,31.318544,-85.828403,ALDI,active,USA,2378010
143698,Aldi - Lox 40 - Fairhope,"10140 County Rd 48, Fairhope, AL, 36532",10140 County Rd 48,Fairhope,AL,36532,30.523622,-87.853485,ALDI,active,USA,2378029
24400,Aldi - Mtj 96 - Florence,"411 Cox Creek Pkwy, Florence, AL, 35630",411 Cox Creek Pkwy,Florence,AL,35630,34.8410856,-87.640153,ALDI,active,USA,2378033
141941,Aldi - Lox 52 - Foley,"130 E Pride Blvd, Foley, AL, 36535",130 E Pride Blvd,Foley,AL,36535,30.3808355,-87.6821923,ALDI,active,USA,2378042
23649,Aldi - Mtj 37 - Fultondale,"1601 Morris Ave, Fultondale, AL, 35068",1601 Morris Ave,Fultondale,AL,35068,33.6082952,-86.8015549,ALDI,active,USA,2378039
24402,Aldi - Mtj 95 - Gadsden,"200 N Hood Ave, Gadsden, AL, 35903",200 N Hood Ave,Gadsden,AL,35903,34.0101616,-85.9935781,ALDI,active,USA,2378018
24403,Aldi - Mtj 85 - Guntersville,"11100 Us Hwy 431, Guntersville, AL, 35976",11100 Us Hwy 431,Guntersville,AL,35976,34.298788,-86.266739,ALDI,active,USA,2378041
23265,Aldi - Mtj 36 - Homewood,"428 Green Springs Hwy, Homewood, AL, 35209",428 Green Springs Hwy,Homewood,AL,35209,33.4640044,-86.8215035,ALDI,active,USA,2380170
23264,Aldi - Mtj 27 - Hoover,"1025 Marble Terrace, Hoover, AL, 35244",1025 Marble Terrace,Hoover,AL,35244,33.3539572,-86.8472027,ALDI,active,USA,2380218
24395,Aldi - Mtj 29 - Hueytown,"2891 Allison-Bonnett Memori, Hueytown, AL, 35023",2891 Allison-Bonnett Memori,Hueytown,AL,35023,33.452155,-86.969021,ALDI,active,USA,2380203
23615,Aldi - Mtj 83 - Huntsville,"2900-A Memorial Pkwy Sw, Huntsville, AL, 35801",2900-A Memorial Pkwy Sw,Huntsville,AL,35801,34.7063684,-86.59101,ALDI,active,USA,2378358
23616,Aldi - Mtj 80 - Huntsville,"11909 Memorial Pkwy S, Huntsville, AL, 35803",11909 Memorial Pkwy S,Huntsville,AL,35803,34.6127104,-86.5658349,ALDI,active,USA,2378014
23617,Aldi - Mtj 81 - Huntsville,"4710 University Dr Unit R1, Huntsville, AL, 35816",4710 University Dr Unit R1,Huntsville,AL,35816,34.7365701,-86.648486,ALDI,active,USA,2378356
92459,Aldi - Mtj 82 - Huntsville,"2125 Winchester Rd Ne, Huntsville, AL, 35811",2125 Winchester Rd Ne,Huntsville,AL,35811,34.8170518,-86.4959073,ALDI,active,USA,2378020
23614,Aldi - Mtj 97 - Madison,"7676 Hwy 72 W, Madison, AL, 35758",7676 Hwy 72 W,Madison,AL,35758,34.7557926,-86.7360449,ALDI,active,USA,2378027
480576,Aldi - Mtj 106 - Madison,"8455 Madison Blvd, Madison, AL, 35758",8455 Madison Blvd,Madison,AL,35758,34.6823867,-86.7344269,ALDI,active,USA,2378023
141141,Aldi - Lox 46 - Mobile,"5021 Rangeline Crossing Dr, Mobile, AL, 36619",5021 Rangeline Crossing Dr,Mobile,AL,36619,30.59896,-88.1617045,ALDI,active,USA,2378026
142052,Aldi - Lox 45 - Mobile,"1015 Schillinger Rd S, Mobile, AL, 36695",1015 Schillinger Rd S,Mobile,AL,36695,30.6688827,-88.2252623,ALDI,active,USA,2378346
142217,Aldi - Lox 44 - Mobile,"3658 Airport Blvd, Mobile, AL, 36608",3658 Airport Blvd,Mobile,AL,36608,30.6772778,-88.131644,ALDI,active,USA,2378022
396469,Aldi - Lox 233 - Mobile,"1550 Government Street, Mobile, AL, 36604",1550 Government Street,Mobile,AL,36604,30.6804247,-88.0752109,ALDI,active,USA,2378044
585295,Aldi - Lox 234 - Mobile,"9948 Airport Blvd, Mobile, AL, 36608",9948 Airport Blvd,Mobile,AL,36608,30.6724036,-88.277428,ALDI,active,USA,2378350
122850,Aldi - Lox 9 - Montgomery,"7340 Eastchase Parkway, Montgomery, AL, 36117",7340 Eastchase Parkway,Montgomery,AL,36117,32.3596577,-86.1638101,ALDI,active,USA,2378011
23673,Aldi - Lox 5 - Montgomery,"1568 Eastern Blvd, Montgomery, AL, 36117",1568 Eastern Blvd,Montgomery,AL,36117,32.3565089,-86.21912,ALDI,active,USA,2378036
538568,Aldi - Lox 242 - Montgomery,"1740 Carter Hill Road, Montgomery, AL, 36106",1740 Carter Hill Road,Montgomery,AL,36106,32.3579446,-86.2841752,ALDI,active,USA,2378012
24401,Aldi - Mtj 84 - Muscle Shoals,"516 W Avalon Ave, Muscle Shoals, AL, 35661",516 W Avalon Ave,Muscle Shoals,AL,35661,34.744188,-87.6692863,ALDI,active,USA,2378357
396463,Aldi - Lox 228 - Northport,"10 Mcfarland Blvd, Northport, AL, 35476",10 Mcfarland Blvd,Northport,AL,35476,33.237361,-87.5524871,ALDI,active,USA,2378028
39966,Aldi - Lox 77 - Northport,"5802 Mcfarland Blvd, Northport, AL, 35476",5802 Mcfarland Blvd,Northport,AL,35476,33.2352649,-87.6130239,ALDI,active,USA,2378017
508872,Aldi - Lox 247 - Northport,"13620 Highway 43 N, Northport, AL, 35475",13620 Highway 43 N,Northport,AL,35475,33.3056164,-87.6015906,ALDI,active,USA,2378035
24405,Aldi - Lox 246 - Opelika,"2400 Frederick Road, Opelika, AL, 36801",2400 Frederick Road,Opelika,AL,36801,32.6228434,-85.4118414,ALDI,active,USA,2378351
24404,Aldi - Mtj 30 - Oxford,"75 Holmes Dr, Oxford, AL, 36203",75 Holmes Dr,Oxford,AL,36203,33.60925728,-85.8266169,ALDI,active,USA,2378008
23263,Aldi - Mtj 32 - Pelham,"200 Big Mtn Rd, Pelham, AL, 35124",200 Big Mtn Rd,Pelham,AL,35124,33.3435784,-86.795092,ALDI,active,USA,2378024
41342,Aldi - Jef 106 - Phenix City,"3670 Marketplace Drive, Phenix City, AL, 36867",3670 Marketplace Drive,Phenix City,AL,36867,32.496889,-85.043977,ALDI,active,USA,2378034
396481,Aldi - Mtj 250 - Pinson,"4701 Centerpoint Road, Pinson, AL, 35126",4701 Centerpoint Road,Pinson,AL,35126,33.6952739,-86.6795273,ALDI,active,USA,2380055
23672,Aldi - Lox 3 - Prattville,"1817 East Main Street, Prattville, AL, 36066",1817 East Main Street,Prattville,AL,36066,32.4614211,-86.4206481,ALDI,active,USA,2378043
491129,Aldi - Mtj 242 - Rainbow City,"3331 Rainbow Dr, Rainbow City, AL, 35906",3331 Rainbow Dr,Rainbow City,AL,35906,33.9603598,-86.0371849,ALDI,active,USA,2378009
491130,Aldi - Lox 243 - Selma,"1952 W Dallas Ave, Selma, AL, 36701",1952 W Dallas Ave,Selma,AL,36701,32.398382,-87.0660166,ALDI,active,USA,2378347
396455,Aldi - Lox 174 - Semmes,"9082 Moffett Road, Semmes, AL, 36575",9082 Moffett Road,Semmes,AL,36575,30.7801083,-88.2571165,ALDI,active,USA,2378349
23852,Aldi - Lox 28 - Tuscaloosa,"1349 Mcfarland Blvd, Tuscaloosa, AL, 35404",1349 Mcfarland Blvd,Tuscaloosa,AL,35404,33.19968806,-87.52532834,ALDI,active,USA,2378013
491126,Aldi - Lox 251 - Tuscaloosa,"9750 Highway 69 S, Tuscaloosa, AL, 35405",9750 Highway 69 S,Tuscaloosa,AL,35405,33.1179972,-87.5531051,ALDI,active,USA,2378021
108403,Aldi - Lox 7 - Wetumpka,"4445 Us-231, Wetumpka, AL, 36092",4445 Us-231,Wetumpka,AL,36092,32.5057688,-86.2160879,ALDI,active,USA,2378359
164226,Aldi - Ofa 90 - Batesville,"23 Eagle Mountain Blvd, Batesville, AR, 72501",23 Eagle Mountain Blvd,Batesville,AR,72501,35.765165,-91.6112017,ALDI,active,USA,2378379
24654,Aldi - Ola 38 - Bentonville,"1006 Sw 14th Street, Bentonville, AR, 72712",1006 Sw 14th Street,Bentonville,AR,72712,36.3572806,-94.2236987,ALDI,active,USA,2378375
370130,Aldi - Ofa 96 - Cabot,"1118 West Main St, Cabot, AR, 72023",1118 West Main St,Cabot,AR,72023,34.977753,-92.0274299,ALDI,active,USA,2378367
177589,Aldi - Ofa 93 - Conway,"1272 South Amity Rd, Conway, AR, 72032",1272 South Amity Rd,Conway,AR,72032,35.0626489,-92.4132292,ALDI,active,USA,2378378
24653,Aldi - Ola 76 - Fayetteville,"3214 W Martin Luther King, Fayetteville, AR, 72704",3214 W Martin Luther King,Fayetteville,AR,72704,36.0513,-94.20661,ALDI,active,USA,2378377
109754,Aldi - Ola 5 - Fort Smith,"2201 South Zero Street, Fort Smith, AR, 72901",2201 South Zero Street,Fort Smith,AR,72901,35.3282635,-94.4114645,ALDI,active,USA,2378372
24658,Aldi - Ola 44 - Fort Smith,"8400 Phoenix Avenue, Fort Smith, AR, 72903",8400 Phoenix Avenue,Fort Smith,AR,72903,35.345437,-94.339014,ALDI,active,USA,2378370
24652,Aldi - Ola 45 - Harrison,"1105 Hwy 62/65 North, Harrison, AR, 72601",1105 Hwy 62/65 North,Harrison,AR,72601,36.25797,-93.12539,ALDI,active,USA,2378373
24650,Aldi - Ofa 62 - Jonesboro,"2610 S Caraway Road, Jonesboro, AR, 72401",2610 S Caraway Road,Jonesboro,AR,72401,35.8132273,-90.6773788,ALDI,active,USA,2378371
178413,Aldi - Ofa 110 - Little Rock,"12309 Chenal Pkwy, Little Rock, AR, 72211",12309 Chenal Pkwy,Little Rock,AR,72211,34.751805,-92.415306,ALDI,active,USA,2378364
576766,Aldi - Ofa 92 - Mountain Home,"45 Charles Blackburn Dr, Mountain Home, AR, 72653",45 Charles Blackburn Dr,Mountain Home,AR,72653,36.3532405,-92.3364391,ALDI,active,USA,2378362
497926,Aldi - Ofa 115 - North Little Rock,"4220 E Mccain Blvd, North Little Rock, AR, 72117",4220 E Mccain Blvd,North Little Rock,AR,72117,34.7892437,-92.2208196,ALDI,active,USA,2378369
24651,Aldi - Ofa 64 - Paragould,"2810 W Kingshighway, Paragould, AR, 72450",2810 W Kingshighway,Paragould,AR,72450,36.0596143,-90.5243424,ALDI,active,USA,2378368
24655,Aldi - Ola 73 - Rogers,"1316 West Walnut, Rogers, AR, 72756",1316 West Walnut,Rogers,AR,72756,36.3332159,-94.1359434,ALDI,active,USA,2378366
538570,Aldi - Ofa 116 - Russellville,"2400 E Main Street, Russellville, AR, 72802",2400 E Main Street,Russellville,AR,72802,35.2776526,-93.1054596,ALDI,active,USA,2378363
538562,Aldi - Ofa 117 - Searcy,"2620 E Beebe Capps Expy, Searcy, AR, 72143",2620 E Beebe Capps Expy,Searcy,AR,72143,35.2394045,-91.7058142,ALDI,active,USA,2378380
561981,Aldi - Ofa 113 - Sherwood,"9215 Highway 107, Sherwood, AR, 72120",9215 Highway 107,Sherwood,AR,72120,34.839054,-92.2320963,ALDI,active,USA,2378376
32164,Aldi - Ola 39 - Siloam Springs,"2802 Hwy 412 East, Siloam Springs, AR, 72761",2802 Hwy 412 East,Siloam Springs,AR,72761,36.1800384,-94.5132213,ALDI,active,USA,2378374
172972,Aldi - Ola 106 - Springdale,"5001 Elm Springs Rd, Springdale, AR, 72762",5001 Elm Springs Rd,Springdale,AR,72762,36.1928508,-94.1855281,ALDI,active,USA,2378361
24657,Aldi - Ola 79 - Springdale,"2009 S Thompson, Springdale, AR, 72764",2009 S Thompson,Springdale,AR,72764,36.1655857,-94.1424026,ALDI,active,USA,2378360
24659,Aldi - Ola 37 - Van Buren,"2309 Fayetteville Road, Van Buren, AR, 72956",2309 Fayetteville Road,Van Buren,AR,72956,35.4717681,-94.35723,ALDI,active,USA,2378365
139235,Aldi - Mor 152 - Buckeye,"1361 S Watson Rd, Buckeye, AZ, 85326",1361 S Watson Rd,Buckeye,AZ,85326,33.4337725,-112.5549735,ALDI,active,USA,2378392
538783,Aldi - Mor 170 - Casa Grande,"1829 E Florence Blvd, Casa Grande, AZ, 85122",1829 E Florence Blvd,Casa Grande,AZ,85122,32.8791211,-111.7088678,ALDI,active,USA,2378391
92466,Aldi - Mor 156 - Chandler,"2844 S Alma School Rd, Chandler, AZ, 85286",2844 S Alma School Rd,Chandler,AZ,85286,33.2639925,-111.8586975,ALDI,active,USA,2378384
570540,Aldi - Mor 159 - Gilbert,"1221 N Arizona Avenue, Gilbert, AZ, 85233",1221 N Arizona Avenue,Gilbert,AZ,85233,33.3720201,-111.8409924,ALDI,active,USA,2378389
92469,Aldi - Mor 165 - Gilbert,"1801 E Pecos Rd, Gilbert, AZ, 85295",1801 E Pecos Rd,Gilbert,AZ,85295,33.2948803,-111.7510481,ALDI,active,USA,2378397
162726,Aldi - Mor 154 - Glendale,"16880 N 59th Ave, Glendale, AZ, 85306",16880 N 59th Ave,Glendale,AZ,85306,33.6379411,-112.1885427,ALDI,active,USA,2378385
92468,Aldi - Mor 161 - Goodyear,"845 N Estrella Pkwy, Goodyear, AZ, 85338",845 N Estrella Pkwy,Goodyear,AZ,85338,33.456075,-112.391614,ALDI,active,USA,2378390
139237,Aldi - Mor 157 - Laveen,"5775 W Baseline Rd, Laveen, AZ, 85339",5775 W Baseline Rd,Laveen,AZ,85339,33.3766417,-112.1836527,ALDI,active,USA,2378386
139833,Aldi - Mor 163 - Mesa,"2738 Signal Butte Rd, Mesa, AZ, 85209",2738 Signal Butte Rd,Mesa,AZ,85209,33.3656149,-111.6014191,ALDI,active,USA,2378382
585293,Aldi - Mor 195 - Mesa,"1045 S Gilbert Road, Mesa, AZ, 85204",1045 S Gilbert Road,Mesa,AZ,85204,33.3957935,-111.7869446,ALDI,active,USA,2378383
92467,Aldi - Mor 160 - Peoria,"24665 N Lake Pleasant Pkwy, Peoria, AZ, 85383",24665 N Lake Pleasant Pkwy,Peoria,AZ,85383,33.7074395,-112.2707623,ALDI,active,USA,2378381
139114,Aldi - Mor 158 - Phoenix,"1401 E Bell Rd, Phoenix, AZ, 85022",1401 E Bell Rd,Phoenix,AZ,85022,33.6398971,-112.0519685,ALDI,active,USA,2378395
172954,Aldi - Mor 171 - Phoenix,"4555 E Cactus Road, Phoenix, AZ, 85032",4555 E Cactus Road,Phoenix,AZ,85032,33.5984068,-111.9848527,ALDI,active,USA,2378388
139234,Aldi - Mor 153 - Queen Creek,"20229 Ellsworth Rd, Queen Creek, AZ, 85142",20229 Ellsworth Rd,Queen Creek,AZ,85142,33.2647177,-111.6338773,ALDI,active,USA,2378396
495543,Aldi - Mor 175 - Surprise,"13727 W Bell Road, Surprise, AZ, 85374",13727 W Bell Road,Surprise,AZ,85374,33.637016,-112.352937,ALDI,active,USA,2378387
538782,Aldi - Mor 169 - Surprise,"17038 W Waddell Rd, Surprise, AZ, 85388",17038 W Waddell Rd,Surprise,AZ,85388,33.6098369,-112.4255351,ALDI,active,USA,2378393
162727,Aldi Mor 155 - Tempe,"1717 E Southern Ave, Tempe, AZ, 85282",1717 E Southern Ave,Tempe,AZ,85282,33.3920431,-111.9102839,ALDI,active,USA,2378394
17471,Aldi - Mor 112 - Alhambra,"2121 W Main Street 100, Alhambra, CA, 91801",2121 W Main Street 100,Alhambra,CA,91801,34.0923495,-118.1455241,ALDI,active,USA,2378059
14399,Aldi - Mor 28 - Anaheim,"275 S Euclid St, Anaheim, CA, 92802",275 S Euclid St,Anaheim,CA,92802,33.829669,-117.942693,ALDI,active,USA,2378060
14398,Aldi - Mor 109 - Arcadia,"1403 South Baldwin Ave, Arcadia, CA, 91007",1403 South Baldwin Ave,Arcadia,CA,91007,34.1234427,-118.05615,ALDI,active,USA,2378084
23865,Aldi - Mor 174 - Arroyo Grande,"1221 E Grand Ave, Arroyo Grande, CA, 93420",1221 E Grand Ave,Arroyo Grande,CA,93420,35.1193661,-120.6015609,ALDI,active,USA,2378424
17843,Aldi - Mor 92 - Bakersfield,"2120 Panama Lane, Bakersfield, CA, 93307",2120 Panama Lane,Bakersfield,CA,93307,35.2970379,-119.02646,ALDI,active,USA,2378426
17844,Aldi - Mor 91 - Bakersfield,"5190 Stockdale Highway, Bakersfield, CA, 93309",5190 Stockdale Highway,Bakersfield,CA,93309,35.3556858,-119.0591864,ALDI,active,USA,2378075
17469,Aldi - Mor 90 - Beaumont,"1638 E 2nd Street, Beaumont, CA, 92223",1638 E 2nd Street,Beaumont,CA,92223,33.9253128,-116.9494072,ALDI,active,USA,2378089
40025,Aldi - Mor 71 - Bellflower,"16123 Bellflower Blvd, Bellflower, CA, 90706",16123 Bellflower Blvd,Bellflower,CA,90706,33.8875898,-118.126349,ALDI,active,USA,2378101
14396,Aldi - Mor 50 - Buena Park,"8351 La Palma Ave, Buena Park, CA, 90620",8351 La Palma Ave,Buena Park,CA,90620,33.8482368,-117.98798,ALDI,active,USA,2378071
109748,Aldi - Mor 4 - Burbank,"687 N Victory Blvd, Burbank, CA, 91502",687 N Victory Blvd,Burbank,CA,91502,34.1801584,-118.3213725,ALDI,active,USA,2378416
21696,Aldi - Mor 75 - Calexico,"2450 Rockwood Avenue, Calexico, CA, 92231",2450 Rockwood Avenue,Calexico,CA,92231,32.6949491,-115.4961674,ALDI,active,USA,2378083
143680,Aldi - Mor 149 - Carson,"20700 S Avalon Blvd Ste 103, Carson, CA, 90746",20700 S Avalon Blvd Ste 103,Carson,CA,90746,33.8459574,-118.26278,ALDI,active,USA,2378056
14391,Aldi - Mor 24 - Cerritos,"11530 St South, Cerritos, CA, 90703",11530 St South,Cerritos,CA,90703,33.857493,-118.087645,ALDI,active,USA,2378086
14390,Aldi - Mor 113 - Chino,"3840 Grand Ave, Chino, CA, 91710",3840 Grand Ave,Chino,CA,91710,34.0011494,-117.7203849,ALDI,active,USA,2378065
17474,Aldi - Mor 96 - Chula Vista,"1850 Main Court, Chula Vista, CA, 91911",1850 Main Court,Chula Vista,CA,91911,32.5933999,-117.0351812,ALDI,active,USA,2378436
17477,Aldi - Mor 94 - Chula Vista,"40 N 4th Ave 110, Chula Vista, CA, 91910",40 N 4th Ave 110,Chula Vista,CA,91910,32.651228,-117.089458,ALDI,active,USA,2378414
23802,Aldi - Mor 11 - Clovis,"1725 Herndon Ave, Clovis, CA, 93611",1725 Herndon Ave,Clovis,CA,93611,36.8378999,-119.6861797,ALDI,active,USA,2378091
145246,Aldi - Mor 189 - Coachella,"50-180 Cesar Chavez Street, Coachella, CA, 92236",50-180 Cesar Chavez Street,Coachella,CA,92236,33.6828219,-116.181507,ALDI,active,USA,2378094
23876,Aldi - Mor 10 - Compton,"203 Towne Center Drive, Compton, CA, 90220",203 Towne Center Drive,Compton,CA,90220,33.879951,-118.2205565,ALDI,active,USA,2378092
22556,"Aldi - Mor 89 - Corona, California","705 N Main Street, Corona California, CA, 92880",705 N Main Street,Corona California,CA,92880,33.8904098,-117.5631589,ALDI,active,USA,2380056
14388,Aldi - Mor 2 - Covina,"1400 N Azusa Ava, Covina, CA, 91722",1400 N Azusa Ava,Covina,CA,91722,34.1045965,-117.9072125,ALDI,active,USA,2378051
24681,Aldi - Mor 98 - Delano,"490 Woollomes Avenue, Delano, CA, 93215",490 Woollomes Avenue,Delano,CA,93215,35.7464734,-119.25017,ALDI,active,USA,2378088
18452,Aldi - Mor 19 - Downey,"11215 Lakewood Blvd, Downey, CA, 90241",11215 Lakewood Blvd,Downey,CA,90241,33.9351757,-118.124611,ALDI,active,USA,2378408
144405,Aldi - Mor 58 - El Cajon,"123 Fletcher Parkway Suite A, El Cajon, CA, 92020",123 Fletcher Parkway Suite A,El Cajon,CA,92020,32.8067308,-116.9632669,ALDI,active,USA,2378440
21697,Aldi - Mor 81 - El Centro,"2260 North Imperial Ave, El Centro, CA, 92243",2260 North Imperial Ave,El Centro,CA,92243,32.8143528,-115.5714865,ALDI,active,USA,2378080
35698,Aldi - Mor 104 - Encinitas,"333 N El Camino Rd, Encinitas, CA, 92024",333 N El Camino Rd,Encinitas,CA,92024,33.055492,-117.260497,ALDI,active,USA,2378049
14379,Aldi - Mor 72 - 1330 E Valley Parkway # M -- Escondido - East,"1330 East Valley Parkway M, Escondido, CA, 92027",1330 East Valley Parkway M,Escondido,CA,92027,33.132562,-117.0651573,ALDI,active,USA,2378427
26993,Aldi - Mor 73 - 1352b W Valley Pkwy -- Escondido - West,"1352b W Valley Pkwy, Escondido, CA, 92029",1352b W Valley Pkwy,Escondido,CA,92029,33.1127591,-117.1036362,ALDI,active,USA,2378415
14375,Aldi - Mor 61 - Fontana,"15080 Summit Avenue, Fontana, CA, 92336",15080 Summit Avenue,Fontana,CA,92336,34.149642,-117.475373,ALDI,active,USA,2378076
370126,Aldi - Mor 12 - Fontana,"9954 Sierra Avenue, Fontana, CA, 92335",9954 Sierra Avenue,Fontana,CA,92335,34.0728373,-117.4368471,ALDI,active,USA,2378096
14373,Aldi - Mor 33 - Fountain Valley,"17070 Magnolia St, Fountain Valley, CA, 92708",17070 Magnolia St,Fountain Valley,CA,92708,33.714843,-117.9703202,ALDI,active,USA,2378087
109750,Aldi - Mor 39 - Fresno,"2072 W Shaw Ave, Fresno, CA, 93711",2072 W Shaw Ave,Fresno,CA,93711,36.8087192,-119.8281426,ALDI,active,USA,2378399
23877,Aldi - Mor 22 - Gardena - East On Redondo Beach Blvd,"1550 W Redondo Beach Blvd, Gardena, CA, 90247",1550 W Redondo Beach Blvd,Gardena,CA,90247,33.8895038,-118.3036312,ALDI,active,USA,2378053
11603,Aldi - Mor 32 - Garden Grove,"9901 Chapman Ave, Garden Grove, CA, 92841",9901 Chapman Ave,Garden Grove,CA,92841,33.7901081,-117.9600952,ALDI,active,USA,2378433
26997,Aldi - Mor 111 - Glendora,"1251 S Lone Hill Ave, Glendora, CA, 91740",1251 S Lone Hill Ave,Glendora,CA,91740,34.118118,-117.828853,ALDI,active,USA,2378052
23982,Aldi - Mor 198 - Hanford,"12181 W Lacey Blvd, Hanford, CA, 93230",12181 W Lacey Blvd,Hanford,CA,93230,36.3277853,-119.6762027,ALDI,active,USA,2378403
17472,Aldi - Mor 93 - Hesperia,"13360 Main Street, Hesperia, CA, 92345",13360 Main Street,Hesperia,CA,92345,34.4267569,-117.3713079,ALDI,active,USA,2378055
70376,Aldi - Mor 97 - Hesperia,"18667 Bear Valley Road, Hesperia, CA, 92345",18667 Bear Valley Road,Hesperia,CA,92345,34.469999,-117.25701,ALDI,active,USA,2378082
17466,Aldi - Mor 9 - Inglewood,"3330 W Century Blvd, Inglewood, CA, 90303",3330 W Century Blvd,Inglewood,CA,90303,33.944302,-118.329398,ALDI,active,USA,2378407
145239,Aldi - Mor 16 - Jurupa Valley,"6365 Pats Ranch Road, Jurupa Valley, CA, 91752",6365 Pats Ranch Road,Jurupa Valley,CA,91752,33.9733319,-117.5462123,ALDI,active,USA,2380253
145242,Aldi - Mor 65 - Jurupa Valley,"8098 Mission Blvd, Jurupa Valley, CA, 92509",8098 Mission Blvd,Jurupa Valley,CA,92509,34.0117973,-117.460003,ALDI,active,USA,2378410
17475,Aldi - Mor 29 - Laguna Woods,"24270 El Toro Road, Laguna Woods, CA, 92637",24270 El Toro Road,Laguna Woods,CA,92637,33.6095693,-117.7244651,ALDI,active,USA,2378050
17478,Aldi - Mor 5 - La Habra,"1001 East Imperial Hwy, La Habra, CA, 90631",1001 East Imperial Hwy,La Habra,CA,90631,33.9178659,-117.934682,ALDI,active,USA,2378431
14950,Aldi - Mor 78 - Lake Elsinore,"18294 Collier Avenue, Lake Elsinore, CA, 92530",18294 Collier Avenue,Lake Elsinore,CA,92530,33.6919484,-117.3393364,ALDI,active,USA,2378061
370127,Aldi - Mor 30 - Lake Forest,"23330 El Toro Rd, Lake Forest, CA, 92630",23330 El Toro Rd,Lake Forest,CA,92630,33.6228325,-117.6954576,ALDI,active,USA,2378085
17473,Aldi - Mor 101 - Lancaster,"2014 E Avenue J, Lancaster, CA, 93535",2014 E Avenue J,Lancaster,CA,93535,34.6894961,-118.0941346,ALDI,active,USA,2378093
14360,Aldi - Mor 49 - La Puente,"1545 N Hacienda Blvd, La Puente, CA, 91744",1545 N Hacienda Blvd,La Puente,CA,91744,34.0480638,-117.9476493,ALDI,active,USA,2378058
14359,Aldi - Mor 68 - La Quinta,"78601 Highway 111, La Quinta, CA, 92253",78601 Highway 111,La Quinta,CA,92253,33.7124947,-116.2936691,ALDI,active,USA,2378067
