Date,Retailer,Keyword,Retailer Store Id,Retailer Store Name,Zipcode,Page Number,Result Position,Product Name,Brand,Is Sponsored,Badges,Price,Price Regular,Price Discounted,Price Discount Percentage,Price Is Discounted,Price Currency,Stock Availability,Stock Quantity,Rating,Rating Count,Reviews Count,Retailer Review Summary,Monthly Sales Volume,Weekly Sales Volume,Model Number,Image Url,Images,Url,Item Condition,Fulfilled By Retailer,Seller,Buy Box Seller,Returnable,Returnable In,Shipping Cost,Shipping Extras,Specification,Offers,Variant Configuration,Physical Properties,Product Identifiers,Reviews Summary,Retailer Ranks,Videos,Has 360 Images,Has Enhanced Content,Shipping Delivery Zipcode,Shipping Expected Delivery Date,Shipping Type,Description Short,Description Full,Product Aspects,Extras,Run Id,Keyword Id,Retailer Product Id,Latitude,Longitude,Time Created
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,1,"Fresh Strawberries, 1 lb Container",,False,['Overall pick'],2.38,,,,,,,,3.8,167998,,,,,,https://i5.walmartimages.com/seo/Fresh-Strawberries-1-lb-Container_b54a64ad-e961-46cf-b60c-bc763716fb0b.a481cdfd237c5ab5438d5c9e90bead07.jpeg,,https://www.walmart.com/ip/Fresh-Strawberries-1-lb-Container/44391605?classType=REGULAR&athbdg=L1200,,,,,,,,,,,,,{'product_id': '44391605'},,,,,,,,,,,,,49714,15441,44391605,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,2,"Fresh Strawberries, 2 lb Container",,False,['Best seller'],4.52,,,,,,,,3.9,92419,,,,,,https://i5.walmartimages.com/seo/Fresh-Strawberries-2-lb-Container_dd2bcd97-25af-4a91-9258-989853e16b2f_1.36dd4f1579a25d423741d9970de3ddac.jpeg,,https://www.walmart.com/ip/Fresh-Strawberries-2-lb-Container/22660282?classType=REGULAR&athbdg=L1600,,,,,,,,,,,,,{'product_id': '22660282'},,,,,,,,,,,,,49714,15441,22660282,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,3,"Fresh USDA Organic Strawberries, 1 lb Container",,False,['10K+ bought since yesterday'],3.33,,,,,,,,3.6,7254,,,,10000,,https://i5.walmartimages.com/seo/Fresh-USDA-Organic-Strawberries-1-lb-Container_d9df3e2b-85ca-40ea-9580-b907ef043406.a7afdd2ac762c18c954e62a470734b87.png,,https://www.walmart.com/ip/Fresh-USDA-Organic-Strawberries-1-lb-Container/45618183?classType=REGULAR&athbdg=L1102,,,,,,,,,,,,,{'product_id': '45618183'},,,,,,,,,,,,,49714,15441,45618183,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,4,"Fresh Hydroponic Grown Strawberries, 1 lb Container",,False,,3.26,,,,,,,,3.2,293,,,,,,https://i5.walmartimages.com/seo/Fresh-Ocean-Spray-Hydroponic-Strawberries-1-lb-Container_b72a1d68-d4a1-4b9f-a42f-a0944ef1b8f9.7921f4e711ab8be32944328c3acbbb27.jpeg,,https://www.walmart.com/ip/Fresh-Ocean-Spray-Hydroponic-Strawberries-1-lb-Container/649701131?classType=REGULAR,,,,,,,,,,,,,{'product_id': '649701131'},,,,,,,,,,,,,49714,15441,649701131,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,5,"Great Value Whole Strawberries, 16 oz (Frozen)",,False,['Best seller'],2.86,,,,,,,,4.6,10262,,,,10000,,https://i5.walmartimages.com/seo/GV-Whole-Strawb-16oz_14b5eca6-798a-43fa-91be-f365ec3fc646.f54aab8f1878d45f752a6dfec54dad12.jpeg,,https://www.walmart.com/ip/GV-Whole-Strawb-16oz/10543663?classType=REGULAR&athbdg=L1600,,,,,,,,,,,,,{'product_id': '10543663'},,,,,,,,,,,,,49714,15441,10543663,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,9,"Commodity Fruit Whole Strawberry Piece, 30 Pound -- 1 each.",,False,,140.64,,,,,,,,1.0,2,,,,,,https://i5.walmartimages.com/seo/Commodity-Fruit-Whole-Strawberry-Piece-30-Pound-1-each_cea2a115-2819-444e-9e54-0e83bd5459f7.6b7febd8c01e24528174019cb3358daf.jpeg,,https://www.walmart.com/ip/Commodity-Fruit-Whole-Strawberry-Piece-30-Pound-1-each/151247942?classType=REGULAR,,,,,,,,,,,,,{'product_id': '151247942'},,,,,,,,,,,,,49714,15441,151247942,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,6,"Great Value Sliced Strawberries, 64 oz (Frozen)",,False,['5K+ bought since yesterday'],9.82,,,,,,,,4.7,8483,,,,5000,,https://i5.walmartimages.com/seo/Great-Value-Sliced-Strawberries-64-oz-Frozen_bec1b1a6-7179-4139-8b85-bff6202dda70_4.96ef909a06b019e320228b4a7a4f12f3.jpeg,,https://www.walmart.com/ip/Great-Value-Sliced-Strawberries-64-oz-Frozen/672666564?classType=REGULAR&athbdg=L1102,,,,,,,,,,,,,{'product_id': '672666564'},,,,,,,,,,,,,49714,15441,672666564,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,7,"Great Value Whole Strawberries, 64 oz (Frozen)",,False,,9.42,,,,,,,,4.7,4965,,,,,,https://i5.walmartimages.com/seo/Great-Value-Whole-Strawberries-64-oz-Frozen_c4e4ef22-2d66-413b-939d-565333deaef4.3a82c613d8beefa6a65578be554dbcd1.jpeg,,https://www.walmart.com/ip/Great-Value-Whole-Strawberries-64-oz-Frozen/44389039?classType=REGULAR,,,,,,,,,,,,,{'product_id': '44389039'},,,,,,,,,,,,,49714,15441,44389039,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,11,"Dole Sliced Strawberry, 14 oz, 8 per Case",,False,,86.47,,,,,,,,3.0,1,,,,,,https://i5.walmartimages.com/seo/Dole-Sliced-Strawberry-14-oz-8-per-Case_67628534-7f4c-497d-a9d7-06fb36bfaee9.7e688b4ec63867c0edb58f5d4ae630c7.jpeg,,https://www.walmart.com/ip/Dole-Sliced-Strawberry-14-oz-8-per-Case/645793229?classType=REGULAR,,,,,,,,,,,,,{'product_id': '645793229'},,,,,,,,,,,,,49714,15441,645793229,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,8,"Great Value Organic Whole Strawberries, 10 oz (Frozen)",,False,,2.64,,,,,,,,4.4,725,,,,,,https://i5.walmartimages.com/seo/Great-Value-Organic-Whole-Strawberries-10-oz-Frozen_f93c0976-aab9-4d98-854d-00862c228d14_2.5916adeda594e610dd09d0bcf71954d4.jpeg,,https://www.walmart.com/ip/Great-Value-Organic-Whole-Strawberries-10-oz-Frozen/12329751?classType=REGULAR,,,,,,,,,,,,,{'product_id': '12329751'},,,,,,,,,,,,,49714,15441,12329751,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,12,"Dole Individual Quick Frozen Strawberry, 30 Pound",,False,,158.44,,,,,,,,0.0,0,,,,,,https://i5.walmartimages.com/seo/Dole-Individual-Quick-Frozen-Strawberry-30-Pound_8cd14247-44f8-483b-8d1f-5b3807d2530e.c6cf3586864eb32ac445adf7ae5404a4.jpeg,,https://www.walmart.com/ip/Dole-Individual-Quick-Frozen-Strawberry-30-Pound/1891056080?classType=REGULAR,,,,,,,,,,,,,{'product_id': '1891056080'},,,,,,,,,,,,,49714,15441,1891056080,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,10,"Great Value Sliced Strawberries with Sugar, 23.2 oz (Frozen)",,False,,5.44,,,,,,,,4.6,2991,,,,,,https://i5.walmartimages.com/seo/Great-Value-Sliced-Strawberries-with-Sugar-23-2-oz-Frozen_76fe351a-4a65-46fb-af6c-3b83443d255b.575c3e87b0b7f3af9a110c3ec34f1f23.jpeg,,https://www.walmart.com/ip/Great-Value-Sliced-Strawberries-with-Sugar-23-2-oz-Frozen/31712521?classType=REGULAR,,,,,,,,,,,,,{'product_id': '31712521'},,,,,,,,,,,,,49714,15441,31712521,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,13,"Dole Individual Quick Frozen Strawberry, 5 Pound -- 2 per case.",,False,,89.93,,,,,,,,0.0,0,,,,,,https://i5.walmartimages.com/seo/Dole-Individual-Quick-Frozen-Strawberry-5-Pound-2-per-case_42d8a431-e17d-4bfa-9aa0-42c37898c0dc.0cb8f85fe1438eb29183c4d77d78fdc1.jpeg,,https://www.walmart.com/ip/Dole-Individual-Quick-Frozen-Strawberry-5-Pound-2-per-case/960104993?classType=REGULAR,,,,,,,,,,,,,{'product_id': '960104993'},,,,,,,,,,,,,49714,15441,960104993,47.193987,-122.517013,2026-08-07T02:36:08.670331
2026-08-07T02:36:08.670331,walmart.com,strawberries,3537,Lakewood Supercenter,98499,1,17,"(6 pack) Augason Farms Freeze Dried Sliced Strawberries Can - Gluten Free Snack for Baking, Smoothies, and Emergency Storage - Healthy Individual Fruit Snacks – 6.5 Ounces (18 Servings)",,False,,119.88,,,,,,,,0.0,0,,,,,,https://i5.walmartimages.com/seo/6-pack-Augason-Farms-Freeze-Dried-Sliced-Strawberries-6-4-oz-No-10-Can_fa5b1700-d18e-468a-8b17-a539d9eb3981.eefa5a1baf4f027db39f248db9955e10.jpeg?odnHeight=180&odnWidth=180&odnBg=FFFFFF,,https://www.walmart.com/ip/6-pack-Augason-Farms-Freeze-Dried-Sliced-Strawberries-6-4-oz-No-10-Can/15382562000?classType=VARIANT,,,,,,,,,,,,,{'product_id': '15382562000'},,,,,,,,,,,,,49714,15441,15382562000,47.193987,-122.517013,2026-08-07T02:36:08.670331
